author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/301206411/;Москва;sale;flat;2;14;2;42.0;11500000;Молжаниновский;;;Речной вокзал;Первый Ленинградский ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;17500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
Prime;real_estate_agent;https://www.cian.ru/sale/flat/300941020/;Москва;sale;flat;2;28;1;46.3;18400000;Даниловский;1-я оч.;к7;ЗИЛ;Shagal
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/299865204/;Москва;sale;flat;32;44;1;46.7;21500000;Покровское-Стрешнево;Строительный проезд;9С6;Трикотажная;Sky Garden
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/302828206/;Москва;sale;flat;14;25;1;44.3;23527036;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
Трансстройинвест;developer;https://www.cian.ru/sale/flat/303921201/;Москва;sale;flat;14;22;1;48.6;25876852;Останкинский;проезд Ольминского;4;ВДНХ;Сенатор
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/300208319/;Москва;sale;flat;19;29;2;60.0;26700000;Нагатино-Садовники;Варшавское шоссе;37Ак3;Нагатинская;Rotterdam
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302727288/;Москва;sale;flat;11;15;2;53.0;30500000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Prime;real_estate_agent;https://www.cian.ru/sale/flat/294562801/;Москва;sale;flat;25;33;2;69.8;36800000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302620422/;Москва;sale;flat;11;12;2;77.0;64000000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303779348/;Москва;sale;flat;8;14;2;99.9;113300000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303778337/;Москва;sale;flat;9;14;2;99.9;118450000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Колди;developer;https://www.cian.ru/sale/flat/302241111/;Москва;sale;flat;12;21;1;38.59;11281238;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/303608215/;Москва;sale;flat;18;33;2;57.0;16200000;Южное Бутово; Поляны;5Ак2;Улица Скобелевская;Столичные поляны
MR Group;developer;https://www.cian.ru/sale/flat/298871546/;Москва;sale;flat;38;48;1;34.8;16378724;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298484253/;Москва;sale;flat;3;14;1;38.8;16500000;Даниловский;проспект Лихачева;;ЗИЛ;Nagatino i-Land
Sezar Group;developer;https://www.cian.ru/sale/flat/303106303/;Москва;sale;flat;2;51;1;37.01;16839550;Хорошевский;2-й Хорошевский проезд;7С15;Хорошёвская;SEZAR CITY
Apsis Globe;developer;https://www.cian.ru/sale/flat/283700420/;Москва;sale;flat;6;21;2;72.5;16900000;Тропарево-Никулино;Востряковское шоссе;7с3;Озёрная;Комплекс апартаментов CITIMIX
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301313976/;Москва;sale;flat;26;42;2;46.0;22500000;Котловка;Большая Черемушкинская ;25С14;Нагорная;Eniteo
Sezar Group;developer;https://www.cian.ru/sale/flat/303106768/;Москва;sale;flat;23;51;1;44.29;22942220;Хорошевский;2-й Хорошевский проезд;7С18;Хорошёвская;SEZAR CITY
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/300877720/;Москва;sale;flat;25;37;2;57.0;23000000;Останкинский; Годовикова;11к5;Алексеевская;iLove
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299110205/;Москва;sale;flat;7;11;1;39.8;24950000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303964788/;Москва;sale;flat;5;9;2;68.8;26200000;Даниловский;Автозаводская ;вл23;ЗИЛ;Shagal
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297075052/;Москва;sale;flat;50;55;2;42.47;27500000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/296569807/;Москва;sale;flat;50;55;2;42.62;27500000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
TOUCH;developer;https://www.cian.ru/sale/flat/302838389/;Москва;sale;flat;6;13;1;48.79;30444000;Южнопортовый;;к1;Дубровка;Шампайн ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297999260/;Москва;sale;flat;4;12;2;58.3;31000000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303122846/;Москва;sale;flat;17;22;2;73.3;32000000;Щукино;Щукинская ;3;Стрешнево;Интонация
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304091290/;Москва;sale;flat;5;11;2;66.0;32500000;Лефортово; Золоторожский Вал;;Серп и Молот;Символ
Hutton Development;developer;https://www.cian.ru/sale/flat/303631394/;Москва;sale;flat;5;17;1;50.3;35000000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
VOS HOD;developer;https://www.cian.ru/sale/flat/300560430/;Москва;sale;flat;9;17;1;69.5;39128500;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301078527/;Москва;sale;flat;3;5;1;47.0;41670000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297080776/;Москва;sale;flat;50;55;2;65.21;42000000;Марьина роща; 4-я Марьиной рощи;12С4;Марьина Роща;Mod
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297716380/;Москва;sale;flat;36;53;2;78.0;45800000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302464388/;Москва;sale;flat;9;21;2;86.0;47300000;Хорошево-Мневники; Нижние Мневники;9;Терехово ;Остров
FORMA;developer;https://www.cian.ru/sale/flat/300120478/;Москва;sale;flat;11;33;2;58.74;49929000;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
FORMA;developer;https://www.cian.ru/sale/flat/298003712/;Москва;sale;flat;27;33;2;75.56;54596180;Пресненский;к2.3;к2.3;Белорусская;Репаблик ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298199191/;Москва;sale;flat;11;14;2;69.0;55000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Москва;sale;flat;59;85;2;80.6;65812208;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/288136854/;Москва;sale;flat;54;85;2;83.3;66223505;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
